unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec
1669890181, 0, 1948, 2459, 1784, 178, 6.01%, 0, 6, 7, 6646.55
1669890186, 0, 1956, 2470, 1791, 180, 6.05%, 0, 6, 7, 6608.80
1669890192, 0, 1966, 2478, 1794, 180, 6.06%, 0, 6, 7, 6606.83
1669890197, 0, 1978, 2481, 1794, 178, 6.06%, 0, 6, 7, 6499.67
1669890202, 0, 1981, 2482, 1792, 176, 6.06%, 0, 6, 7, 6444.05
1669890207, 0, 1985, 2485, 1791, 173, 6.06%, 0, 6, 7, 6526.58
1669890212, 0, 1994, 2496, 1798, 172, 6.07%, 0, 6, 7, 6677.66
1669890217, 0, 2010, 2506, 1803, 176, 6.08%, 0, 6, 7, 6635.84
1669890222, 0, 2021, 2513, 1808, 175, 6.08%, 0, 6, 7, 6641.43
1669890227, 0, 2035, 2520, 1812, 175, 6.08%, 0, 6, 7, 6631.22
1669890232, 0, 2038, 2525, 1815, 176, 6.09%, 0, 6, 7, 6656.06
1669890237, 0, 2047, 2538, 1822, 174, 6.09%, 0, 6, 7, 6645.91
1669890242, 0, 2050, 2540, 1822, 174, 6.09%, 0, 6, 7, 6656.73
1669890247, 0, 2067, 2546, 1822, 173, 6.10%, 0, 6, 7, 6621.92
1669890253, 0, 2074, 2549, 1822, 171, 6.11%, 0, 6, 7, 6468.85
1669890258, 0, 2089, 2553, 1822, 168, 6.11%, 0, 6, 7, 6531.80
1669890263, 0, 2095, 2557, 1823, 166, 6.11%, 0, 6, 7, 6570.99
1669890268, 0, 2098, 2562, 1825, 163, 6.12%, 0, 6, 7, 6624.57
1669890273, 0, 2117, 2564, 1820, 159, 6.12%, 0, 6, 7, 6651.41
1669890278, 0, 2138, 2567, 1819, 156, 6.12%, 0, 6, 7, 6623.02
1669890283, 0, 2138, 2579, 1831, 156, 6.13%, 0, 7, 7, 1081.90
1669890288, 0, 2154, 2593, 1844, 158, 6.13%, 0, 7, 7, 6638.31
1669890293, 0, 2173, 2610, 1860, 158, 6.15%, 0, 7, 7, 6679.89
1669890298, 0, 2180, 2624, 1870, 162, 6.18%, 0, 7, 7, 6692.35
1669890303, 0, 2182, 2635, 1879, 164, 6.22%, 0, 7, 7, 6681.19
1669890308, 0, 2195, 2639, 1878, 164, 6.26%, 0, 7, 8, 6670.56
1669890313, 0, 2202, 2643, 1876, 159, 6.26%, 0, 7, 8, 6654.95
1669890318, 0, 2205, 2648, 1878, 157, 6.27%, 0, 7, 8, 6676.60
1669890324, 0, 2219, 2653, 1880, 156, 6.28%, 0, 7, 8, 6490.56
1669890329, 0, 2219, 2662, 1889, 156, 6.28%, 0, 7, 8, 6415.95
1669890334, 0, 2222, 2668, 1894, 156, 6.28%, 0, 7, 8, 6553.76
1669890339, 0, 2232, 2675, 1897, 152, 6.28%, 0, 7, 8, 6590.83
1669890344, 0, 2248, 2680, 1898, 151, 6.28%, 0, 7, 8, 6427.56
1669890349, 0, 2278, 2690, 1905, 149, 6.29%, 0, 7, 8, 6542.90
1669890354, 0, 2279, 2695, 1909, 152, 6.29%, 0, 7, 8, 6586.43
1669890359, 0, 2301, 2702, 1912, 149, 6.29%, 0, 7, 8, 6574.92
1669890365, 0, 2304, 2709, 1918, 149, 6.29%, 0, 7, 8, 6517.25
1669890370, 0, 2321, 2717, 1922, 147, 6.29%, 0, 7, 8, 6640.22
1669890375, 0, 2321, 2732, 1937, 147, 6.30%, 0, 7, 8, 6567.21
1669890380, 0, 2340, 2733, 1934, 143, 6.30%, 0, 7, 8, 6507.87
1669890385, 0, 2344, 2733, 1930, 139, 6.30%, 0, 7, 8, 6359.81
1669890390, 0, 2347, 2733, 1927, 136, 6.30%, 0, 7, 8, 6288.73
1669890395, 0, 2349, 2735, 1927, 134, 6.30%, 0, 7, 8, 6330.69
1669890400, 0, 2355, 2735, 1923, 130, 6.30%, 0, 7, 8, 6304.00
1669890405, 0, 2357, 2736, 1922, 128, 6.30%, 0, 7, 8, 6327.57
1669890410, 0, 2361, 2736, 1919, 125, 6.30%, 0, 7, 8, 6140.99
1669890415, 0, 2362, 2746, 1928, 124, 6.32%, 0, 7, 8, 6196.54
1669890420, 0, 2363, 2750, 1931, 126, 6.33%, 0, 7, 8, 6134.91
1669890425, 0, 2364, 2756, 1936, 126, 6.33%, 0, 7, 8, 6199.21
1669890430, 0, 2372, 2758, 1936, 125, 6.34%, 0, 7, 8, 6074.84
1669890435, 0, 2375, 2766, 1943, 125, 6.34%, 0, 7, 8, 6287.04
1669890440, 0, 2375, 2769, 1946, 125, 6.34%, 0, 7, 8, 6223.46
1669890445, 0, 2391, 2773, 1948, 124, 6.35%, 0, 7, 8, 5984.41
1669890451, 0, 2395, 2775, 1949, 125, 6.35%, 0, 7, 8, 6066.98
1669890456, 0, 2402, 2778, 1950, 123, 6.35%, 0, 7, 8, 6202.47
1669890461, 0, 2404, 2778, 1948, 122, 6.35%, 0, 7, 8, 6091.67
1669890466, 0, 2406, 2779, 1947, 120, 6.35%, 0, 7, 8, 6107.25
1669890471, 0, 2415, 2784, 1950, 119, 6.36%, 0, 7, 8, 6203.98
1669890476, 0, 2433, 2787, 1948, 117, 6.36%, 0, 7, 8, 6468.88
1669890481, 0, 2433, 2795, 1956, 117, 6.36%, 0, 7, 8, 6481.99
1669890486, 0, 2447, 2804, 1963, 117, 6.38%, 0, 7, 8, 6618.27
1669890491, 0, 2460, 2808, 1961, 116, 6.39%, 0, 7, 8, 6593.05
1669890496, 0, 2465, 2815, 1965, 117, 6.42%, 0, 7, 8, 6595.02
1669890501, 0, 2467, 2820, 1968, 116, 6.42%, 0, 7, 8, 6590.69
1669890506, 0, 2474, 2826, 1970, 115, 6.46%, 0, 7, 8, 6589.23
1669890511, 0, 2480, 2832, 1973, 115, 6.47%, 0, 7, 8, 6523.82
1669890517, 0, 2480, 2837, 1978, 115, 6.47%, 0, 7, 8, 6387.02
1669890522, 0, 2486, 2843, 1980, 113, 6.47%, 0, 7, 8, 6549.77
1669890527, 0, 2497, 2845, 1977, 110, 6.47%, 0, 7, 8, 6601.07
1669890532, 0, 2500, 2848, 1977, 108, 6.47%, 0, 7, 8, 6596.48
1669890537, 0, 2503, 2860, 1987, 108, 6.48%, 0, 7, 8, 6621.14
1669890542, 0, 2515, 2867, 1990, 108, 6.48%, 0, 7, 8, 6609.30
1669890547, 0, 2523, 2872, 1993, 106, 6.48%, 0, 7, 8, 6568.10
1669890552, 0, 2530, 2881, 1999, 103, 6.48%, 0, 7, 8, 6645.01
1669890557, 0, 2536, 2885, 1999, 99, 6.48%, 0, 7, 8, 6614.64
1669890562, 0, 2547, 2888, 1995, 94, 6.48%, 0, 7, 8, 6618.01
1669890567, 0, 2562, 2890, 1994, 93, 6.48%, 0, 7, 8, 6550.63
1669890573, 0, 2569, 2893, 1994, 91, 6.48%, 0, 8, 8, 6591.14
1669890578, 0, 2589, 2901, 2001, 91, 6.48%, 0, 8, 8, 6546.70
1669890583, 0, 2589, 2916, 2016, 91, 6.48%, 0, 8, 8, 6518.19
1669890588, 0, 2600, 2928, 2027, 90, 6.51%, 0, 8, 8, 6623.10
1669890593, 0, 2602, 2947, 2044, 93, 6.52%, 0, 8, 8, 6645.47
1669890598, 0, 2620, 2952, 2043, 90, 6.52%, 0, 8, 8, 6655.33
1669890603, 0, 2628, 2959, 2045, 86, 6.56%, 0, 8, 8, 6596.22
1669890608, 0, 2631, 2972, 2056, 91, 6.60%, 0, 8, 8, 6678.85
1669890613, 0, 2646, 2991, 2072, 91, 6.64%, 0, 8, 9, 6609.51
1669890618, 0, 2657, 2998, 2077, 104, 6.65%, 0, 8, 9, 6444.83
1669890624, 0, 2657, 3003, 2082, 104, 6.65%, 0, 8, 9, 6184.85
1669890629, 0, 2677, 3010, 2085, 102, 6.65%, 0, 8, 9, 6401.11
1669890634, 0, 2684, 3017, 2090, 102, 6.65%, 0, 8, 9, 6444.32
1669890639, 0, 2686, 3023, 2095, 101, 6.65%, 0, 8, 9, 6504.86
1669890644, 0, 2688, 3027, 2098, 100, 6.65%, 0, 8, 9, 6498.42
1669890649, 0, 2696, 3031, 2101, 99, 6.65%, 0, 8, 9, 6509.69
